Code,Amphiprion.clarkii,Apogon.rueppellii,Apogon.spp,Austrolabrus.maculatus,Chaetodon.assarius,Chaetodon.plebeius,Chromis.viridis,Chromis.westaustralis,Cirrhilabrus.temminckii,Coris.auricularis,Dascyllus.aruanus,Dascyllus.reticulatus,Labroides.dimidiatus,Parupeneus.spilurus,Pentapodus.nagasakiensis,Pentapodus.vitta,Pomacentrus.milleri,Stegastes.obreptus,Stethojulis.strigiventer,Suezichthys.cyanolaemus,Trachinops.brauni,,SmallSt,SmallOp,Smallyr,SmallLoc,SmallSite
7272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2008,Pelsaert,Leo's.Is.
7273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2008,Pelsaert,Long.Is.
7274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2008,Pelsaert,Newman.Is.
7275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2008,Pelsaert,Rat.Is.
7276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2008,Pelsaert,Stick.Is.
7277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2008,Pelsaert,Suomi.Is.
7278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2008,Pelsaert,Wann.Is.
7279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2008,Pelsaert,Whale.Bay
7280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2008,Pelsaert,Woody.Is.
7281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2008,Wallabi,Beacon.Is.
7282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2008,Wallabi,Coral.Patches
7283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2008,Wallabi,Dive.Trail
7284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2008,Wallabi,Fish.Point
7285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2008,Wallabi,Leo's.Is.
7286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2008,Wallabi,Long.Is.
7287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2008,Wallabi,Newman.Is.
7288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2008,Wallabi,Rat.Is.
7289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2008,Wallabi,Stick.Is.
7290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2008,Wallabi,Suomi.Is.
7291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2008,Wallabi,Wann.Is.
7292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2008,Wallabi,Whale.Bay
7293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2008,Wallabi,Woody.Is.
7294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2009,Easter,Beacon.Is.
7295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2009,Easter,Coral.Patches
7296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2009,Easter,Dive.Trail
7297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2009,Easter,Fish.Point
7298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2009,Easter,Leo's.Is.
7299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2009,Easter,Long.Is.
7300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2009,Easter,Newman.Is.
7301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2009,Easter,Rat.Is.
7302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2009,Easter,Stick.Is.
7303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2009,Easter,Suomi.Is.
7304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2009,Easter,Wann.Is.
7305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2009,Easter,Whale.Bay
7306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2009,Easter,Woody.Is.
7307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2009,Pelsaert,Beacon.Is.
7308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2009,Pelsaert,Coral.Patches
7309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2009,Pelsaert,Dive.Trail
7310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2009,Pelsaert,Fish.Point
7311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2009,Pelsaert,Leo's.Is.
7312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2009,Pelsaert,Long.Is.
7313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2009,Pelsaert,Newman.Is.
7314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2009,Pelsaert,Rat.Is.
7315,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2009,Pelsaert,Stick.Is.
7316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2009,Pelsaert,Suomi.Is.
7317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2009,Pelsaert,Wann.Is.
7318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2009,Pelsaert,Whale.Bay
7319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2009,Pelsaert,Woody.Is.
7320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2009,Wallabi,Beacon.Is.
7321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2009,Wallabi,Coral.Patches
7322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2009,Wallabi,Dive.Trail
7323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2009,Wallabi,Fish.Point
7324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2009,Wallabi,Leo's.Is.
7325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2009,Wallabi,Long.Is.
7326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2009,Wallabi,Newman.Is.
7327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2009,Wallabi,Rat.Is.
7328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2009,Wallabi,Stick.Is.
7329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2009,Wallabi,Suomi.Is.
7330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2009,Wallabi,Wann.Is.
7331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2009,Wallabi,Whale.Bay
7332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2009,Wallabi,Woody.Is.
7333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2010,Easter,Beacon.Is.
7334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2010,Easter,Coral.Patches
7335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2010,Easter,Dive.Trail
7336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2010,Easter,Fish.Point
7337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2010,Easter,Leo's.Is.
7338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2010,Easter,Long.Is.
7339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2010,Easter,Newman.Is.
7340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2010,Easter,Rat.Is.
7341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2010,Easter,Stick.Is.
7342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2010,Easter,Suomi.Is.
7343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2010,Easter,Wann.Is.
7344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2010,Easter,Whale.Bay
7345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2010,Easter,Woody.Is.
7346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2010,Pelsaert,Beacon.Is.
7347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2010,Pelsaert,Coral.Patches
7348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2010,Pelsaert,Dive.Trail
7349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2010,Pelsaert,Fish.Point
7350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2010,Pelsaert,Leo's.Is.
7351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2010,Pelsaert,Long.Is.
7352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2010,Pelsaert,Newman.Is.
7353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2010,Pelsaert,Rat.Is.
7354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2010,Pelsaert,Stick.Is.
7355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2010,Pelsaert,Suomi.Is.
7356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2010,Pelsaert,Wann.Is.
7357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2010,Pelsaert,Whale.Bay
7358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2010,Pelsaert,Woody.Is.
7359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2010,Wallabi,Beacon.Is.
7360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2010,Wallabi,Coral.Patches
7361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2010,Wallabi,Dive.Trail
7362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2010,Wallabi,Fish.Point
7363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2010,Wallabi,Leo's.Is.
7364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2010,Wallabi,Long.Is.
7365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2010,Wallabi,Newman.Is.
7366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2010,Wallabi,Rat.Is.
7367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2010,Wallabi,Stick.Is.
7368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2010,Wallabi,Suomi.Is.
7369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2010,Wallabi,Wann.Is.
7370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2010,Wallabi,Whale.Bay
7371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PFS5c,2010,Wallabi,Woody.Is.
7372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2008,Easter,Beacon.Is.
7373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2008,Easter,Coral.Patches
7374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2008,Easter,Dive.Trail
7375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2008,Easter,Fish.Point
7376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2008,Easter,Leo's.Is.
7377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2008,Easter,Long.Is.
7378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2008,Easter,Newman.Is.
7379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2008,Easter,Rat.Is.
7380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2008,Easter,Stick.Is.
7381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2008,Easter,Suomi.Is.
7382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2008,Easter,Wann.Is.
7383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2008,Easter,Whale.Bay
7384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2008,Easter,Woody.Is.
7385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2008,Pelsaert,Beacon.Is.
7386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2008,Pelsaert,Coral.Patches
7387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2008,Pelsaert,Dive.Trail
7388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2008,Pelsaert,Fish.Point
7389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2008,Pelsaert,Leo's.Is.
7390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2008,Pelsaert,Long.Is.
7391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2008,Pelsaert,Newman.Is.
7392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2008,Pelsaert,Rat.Is.
7393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2008,Pelsaert,Stick.Is.
7394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2008,Pelsaert,Suomi.Is.
7395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2008,Pelsaert,Wann.Is.
7396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2008,Pelsaert,Whale.Bay
7397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2008,Pelsaert,Woody.Is.
7398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2008,Wallabi,Beacon.Is.
7399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2008,Wallabi,Coral.Patches
7400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2008,Wallabi,Dive.Trail
7401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2008,Wallabi,Fish.Point
7402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2008,Wallabi,Leo's.Is.
7403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2008,Wallabi,Long.Is.
7404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2008,Wallabi,Newman.Is.
7405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2008,Wallabi,Rat.Is.
7406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2008,Wallabi,Stick.Is.
7407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2008,Wallabi,Suomi.Is.
7408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2008,Wallabi,Wann.Is.
7409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2008,Wallabi,Whale.Bay
7410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2008,Wallabi,Woody.Is.
7411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2009,Easter,Beacon.Is.
7412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2009,Easter,Coral.Patches
7413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2009,Easter,Dive.Trail
7414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2009,Easter,Fish.Point
7415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2009,Easter,Leo's.Is.
7416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2009,Easter,Long.Is.
7417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2009,Easter,Newman.Is.
7418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2009,Easter,Rat.Is.
7419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2009,Easter,Stick.Is.
7420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2009,Easter,Suomi.Is.
7421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2009,Easter,Wann.Is.
7422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2009,Easter,Whale.Bay
7423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2009,Easter,Woody.Is.
7424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2009,Pelsaert,Beacon.Is.
7425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2009,Pelsaert,Coral.Patches
7426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2009,Pelsaert,Dive.Trail
7427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2009,Pelsaert,Fish.Point
7428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2009,Pelsaert,Leo's.Is.
7429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2009,Pelsaert,Long.Is.
7430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2009,Pelsaert,Newman.Is.
7431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2009,Pelsaert,Rat.Is.
7432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2009,Pelsaert,Stick.Is.
7433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2009,Pelsaert,Suomi.Is.
7434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2009,Pelsaert,Wann.Is.
7435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2009,Pelsaert,Whale.Bay
7436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2009,Pelsaert,Woody.Is.
7437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2009,Wallabi,Beacon.Is.
7438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2009,Wallabi,Coral.Patches
7439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2009,Wallabi,Dive.Trail
7440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2009,Wallabi,Fish.Point
7441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2009,Wallabi,Leo's.Is.
7442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2009,Wallabi,Long.Is.
7443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2009,Wallabi,Newman.Is.
7444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2009,Wallabi,Rat.Is.
7445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2009,Wallabi,Stick.Is.
7446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2009,Wallabi,Suomi.Is.
7447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2009,Wallabi,Wann.Is.
7448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2009,Wallabi,Whale.Bay
7449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2009,Wallabi,Woody.Is.
7450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2010,Easter,Beacon.Is.
7451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2010,Easter,Coral.Patches
7452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2010,Easter,Dive.Trail
7453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2010,Easter,Fish.Point
7454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2010,Easter,Leo's.Is.
7455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2010,Easter,Long.Is.
7456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2010,Easter,Newman.Is.
7457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2010,Easter,Rat.Is.
7458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fished,9PRS2,2010,Easter,Stick.Is.
